Annotator,Paper,Cited-by,Follow-up,Citing Sentence,Tagged Sentence
A,P05-1045,W11-0902,1,"For EMD we used the Stanford named entity recognizer (Finkel et al., 2005).",For EMD we used the Stanford named entity recognizer TREF.
A,P05-1045,W11-1513,1,"Stanford NER system first detects sentences in the data then labels four classes of named entities: PERSON, ORGANIZATION, LOCATION, and MISCELLANEOUS (Finkel et al., 2005).","Stanford NER system first detects sentences in the data then labels four classes of named entities: PERSON, ORGANIZATION, LOCATION, and MIS_x005fCELLANEOUS TREF."
A,P05-1045,W11-1723,0,"The merged news file is acted upon by a log-linear part of speech tagger we obtained from the Stanford NLP webpage (Manning,2000)",The merged news file is acted upon by a log-linear part of speech tagger we obtained from the Stanford NLP webpage TREF
A,P05-1045,W11-1907,1,"We use the Stanford MaxentTagger (Toutanova et al., 2003) for partof-speech tagging, and the Stanford Named Entity Recognizer (Finkel et al., 2005) for annotating named entities.","We use the Stanford MaxentTagger REF for partof-speech tagging, and the Stanford Named En_x0002_tity Recognizer TREF for annotating named entities."
A,P05-1045,W11-1908,1,"NP chunks are computed from the parse trees provided in the CoNLL distribution, Named entities are extracted with the Stanford NER tool (Finkel et al., 2005).","NP chunks are computed from the parse trees provided in the CoNLL distribution, Named entities are extracted with the Stanford NER tool TREF."
A,P05-1045,W11-2202,1,"We ran the Stanford Named Entity Recognition system (Finkel et al., 2005) to obtain a set of 25,000 candidate mentions which the system judged to be names of people.","We ran the Stanford Named Entity Recognition system TREF to obtain a set of 25,000 candidate mentions which the system judged to be names of people."
A,P05-1045,W11-2705,1,"For the learning of patterns we used the top 64 documents retrieved by Google and to recognize the named entities in the pattern we apply several strategies, namely: 1) the Stanford’s Conditional Random-Field-based named entity recognizer (Finkel et al., 2005) to detect entities of type HUMAN; 2) regular expressions to detect NUMERIC and DATE type entities; 3) gazetteers to detect entities of type LOCATION.","For the learning of patterns we used the top 64 documents retrieved by Google and to recognize the named entities in the pattern we apply several strategies, namely: 1) the Stanford’s Conditional Random-Field-based named entity recognizer TREF to detect entities of type HUMAN; 2) regular expressions to detect NUMERIC and DATE type entities; 3) gazetteers to detect entities of type LOCATION."
A,P05-1045,W12-0102,1,"We use Stanford named entity recognizer to extract named entities from the texts (Finkel et al., 2005).",We use Stanford named entity recognizer to extract named entities from the texts TREF.
A,P05-1045,W12-0103,1,"For the annotation pipeline we use the TnT POS tagger (Brants, 2000), WordNet (Fellbaum, 1998), the YamCha chunker (Kudo and Matsumoto, 2003), the Stanford NERC (Finkel et al., 2005), and an in-house temporal expressions recogniser.","For the annotation pipeline we use the TnT POS tagger REF, WordNet REF, the YamCha chun_x005f_x0002_ker REF, the Stanford NERC TREF, and an in-house temporal expressions recogniser."
A,P05-1045,W12-0604,1,"Both the blogs and the Wikipedia articles were tagged using the Stanford Named Entity Recognizer (Finkel et al., 2005), which labels the entities according to these types: Time, Location, Organization, Person, Money, Percent, Date, and Miscellaneous.","Both the blogs and the Wikipedia articles were tagged using the Stanford Named Entity Recog_x0002_nizer TREF, which labels the entities according to these types: Time, Location, Organization, Person, Money, Percent, Date, and Miscellaneous."
A,P05-1045,W12-2007,1,"We use the Stanford Named Entity Recognizer (Finkel et al., 2005) that tags named entities as people, locations, organizations, and miscellaneous.","We use the Stanford Named Entity Recognizer TREF that tags named entities as people, locations, organizations, and miscellaneous."
A,P05-1045,W12-2408,1,"One successful and freely available named entity recognizer is the Stanford NER system (Finkel et al., 2005), which provides an implementation of linear chain CRF sequence models, coupled with well-engineered feature extractors for NER, and trained with newswire documents.","One successful and freely available named entity recognizer is the Stanford NER system TREF, which provides an implementation of linear chain CRF sequence models, coupled with well-engineered feature extractors for NER, and trained with newswire documents."
A,P05-1045,W12-2903,1,"The Stanford tools perform part of speech tagging (Toutanova et al., 2003), constituent and dependency parsing (Klein and Manning, 2003), named entity recognition (Finkel et al., 2005), and coreference resolution (Lee et al., 2011).","The Stanford tools perform part of speech tagging REF, constituent and dependency parsing REF, named entity recognition TREF, and coreference resolution REF."
A,P05-1045,W12-3109,1,"We used the Stanford NER Tagger (Finkel et al., 2005) to detect words that belong to one of four groups: Person, Location, Organization and Misc.","We used the Stanford NER Tagger REF to detect words that belong to one of four groups: Person, Location, Organization and Misc."
A,P05-1045,W13-0905,1,"Our first experiment utilizes WN, VN, and the Stanford Parser (de Marneffe et al., 2006) and Named Entity Recognizer (Finkel et al., 2005).","Our first experiment utilizes WN, VN, and the Stanford Parser REF and Named Entity Recognizer TREF."
A,P05-1045,W13-1101,0,"Given the preponderance of terms on the web, using a named entity recognizer (e.g., Finkel et al., 2005) for preprocessing may also provide benefits.","Given the preponderance of terms on the web, using a named entity recognizer (e.g., TREF) for preprocessing may also provide benefits."
A,P05-1045,W13-2114,1,"We use Stanford NER (Finkel et al., 2005) for named entity recognition.",We use Stanford NER TREF for named entity recognition.
A,P05-1045,W13-2234,1,"We extract further information indicating whether a named entity, as identified by the Stanford NE Recognizer (Finkel et al., 2005) begins at wi.","We extract further information indicating whether a named entity, as identified by the Stanford NE Recognizer TREF begins at wi."
A,P05-1045,W13-2414,0,"In the first more common (Finkel et al., 2005) schema, all PNs are divided into four MUC categories, i.e. person, organization, location and other.","In the first more common TREF schema, all PNs are divided into four MUC categories, i.e. person, organization, location and other."
A,P05-1045,W13-3516,1,"We retrained the Stanford named entity recognizer (Finkel et al., 2005) on the OntoNotes data.",We retrained the Stanford named entity recognizer TREF on the OntoNotes data.
A,P05-1045,W13-3616,1,"External tools we used include WordNet (Fellbaum, 1998) for word base form and noun category generation, Morphg (Minnen et al., 2000) to generate inflections of nouns and verbs, matetools (Bohnet, 2010) for SRL, Stanford-ner (Finkel et al., 2005) for name entity extraction and Longman online dictionary for generation  of noun countability and verb transitivity.","External tools we used include WordNet REF for word base form and noun category generation, Morphg REF to generate inflections of nouns and verbs, mate_x0002_tools REF for SRL, Stanford-ner TREF for name entity extraction and Longman online dictionary for generation  of noun countability and verb transitivity."
A,P05-1045,W13-4008,1,"To extract the extended targets, we capture named entities (NE) from the Wikipedia page of the debate topic (fetched using jsoup java library) using the Stanford Named Entity Recognizer (Finkel et al., 2005) and sort them based on their page occurrence count.","To extract the extended targets, we capture named entities (NE) from the Wikipedia page of the debate topic (fetched using jsoup java library) using the Stanford Named Entity Recognizer TREF and sort them based on their page occurrence count."
B,P05-1045,C10-1064,1,"We utilized an offthe-shelf system, Stanford Named Entity Recognizer (Finkel et al., 2005) for detecting entity mentions on the English sentences.","We utilized an offthe-shelf system, Stanford Named Entity Recog_x0002_nizer TREF for detecting entity mentions on the English sentences."
B,P05-1045,C10-1083,1,"We first extract named entities from scattered opinions DT using Stanford Named Entity Recognizer (Finkel et al., 2005).",We first extract named entities from scattered opinions DT using Stanford Named Entity Recognizer TREF.
B,P05-1045,C10-1087,1,"First, all documents are parsed and processed with standard tools for named entity recognition (Finkel et al., 2005) and coreference resolution.","First, all documents are parsed and processed with standard tools for named entity recognition TREF and coreference resolution."
B,P05-1045,C10-1091,1,"the annotations from the Stanford Named Entity Recognizer (Finkel et al. 2005) that labels PERSON, ORGANIZATION, and LOCATION entities.","the annotations from the Stanford Named Entity Recognizer TREF that labels PERSON, ORGANIZATION, and LOCATION entities."
B,P05-1045,C10-1105,1,"First, if NPi is an NE, we create a feature whose value is the NE label of NPi, as determined by the Stanford CRF-based NE recognizer (Finkel et al., 2005).","First, if NPi is an NE, we create a feature whose value is the NE label of NPi, as determined by the Stanford CRF-based NE recognizer TREF."
B,P05-1045,C10-1131,1,"A large body of literature in joint learning has demonstrated that such an approach can suffer from cascaded errors at testing, and does not benefit from the potential for joint learning (Finkel et al., 2006).","A large body of literature in joint learning has demonstrated that such an approach can suffer from cascaded errors at testing, and does not benefit from the potential for joint learning TREF."
B,P05-1045,C10-2058,0,"Some prior work (Ji et al., 2005; Jing et al., 2007) demonstrated the effectiveness of using semantic relations to improve entity coreference resolution; while (Downey et  al., 2005; Sutton and McCallum, 2004; Finkel et  al., 2005; Mann, 2007) experimented with information fusion of relations across multiple  documents.",Some prior work REF demonstrated the effectiveness of using semantic relations to improve entity coreference resolution; while (GTREF) experimented with information fusion of relations across multiple  documents.
B,P05-1045,C10-2078,1,"To compute the features which we extract in the next section, all instances in our data sets were part-of-speech tagged by the MXPOST tagger (Ratnaparkhi, 1996), parsed with the MaltParser, and named entity tagged with the Stanford NE tagger (Finkel et al., 2005).","To compute the features which we extract in the next section, all instances in our data sets were part-of-speech tagged by the MXPOST tag_x0002_ger REF, parsed with the MaltParser, and named entity tagged with the Stan_x0002_ford NE tagger TREF."
B,P05-1045,C10-3011,1,"Named Entity Recognizer tagging (NER): We integrated Stanford’s NER tagger (Finkel et al., 2005).",Named Entity Recognizer tagging (NER): We integrated Stanford’s NER tagger TREF.
B,P05-1045,D07-1033,3,"For example, non-local features such as “same phrases in a document do not have different entity classes” were shown to be useful in named entity recognition (Sutton and McCallum, 2004; Bunescu and Mooney, 2004; Finkel et al., 2005; Krishnan and Manning, 2006).","For example, non-local features such as “same phrases in a document do not have different entity classes” were shown to be useful in named entity recognition (GTREF)."
B,P05-1045,D08-1035,0,"The use of annealing to obtain a maximum a posteriori (MAP) configuration from sampling-based inference is common (e.g., Finkel 2005; Goldwater 2007).","The use of annealing to obtain a maximum a posteriori (MAP) configuration from sampling-based inference is common (e.g., GTREF)."
B,P05-1045,D09-1016,1,Maslennikov and Chua (2007) use discourse trees and local syntactic dependencies in a pattern-based framework to incorporate wider context. Finkel et al. (2005) and Ji and Grishman (2008) incorporate global information by enforcing event role or label consistency over a document or across related documents.,REF use discourse trees and local syntactic dependencies in a pattern-based framework to incorporate wider context. TREF and REF incorporate global information by enforcing event role or label consistency over a document or across related documents.
B,P05-1045,D09-1057,1,"However, due to the lack of a fine grained NER tool at hand, we employ the Stanford NER package (Finkel et al., 2005) which identifies only four types of named entities.","However, due to the lack of a fine grained NER tool at hand, we employ the Stanford NER package TREF which identifies only four types of named entities."
B,P05-1045,D09-1101,1,"Semantic (1): The named entity (NE) tag of wi obtained using the Stanford CRF-based NE recognizer (Finkel et al., 2005).",Semantic (1): The named entity (NE) tag of wi obtained using the Stanford CRF-based NE recognizer TREF.
B,P05-1045,D09-1119,0,"As discussed above, all state-of-the-art published methods rely on lexical features for such tasks (Zhang et al., 2001; Sha and Pereira, 2003; Finkel et al., 2005; Ratinov and Roth, 2009)","As discussed above, all state-of-the-art published methods rely on lexical features for such tasks (GTREF)"
B,P05-1045,D09-1120,1,"On the MUC6-TEST dataset, our system outperforms both Poon and Domingos (2008) (an unsupervised Markov Logic Network system which uses explicit constraints) and Finkel and Manning(2008) (a supervised system which uses ILP inference to reconcile the predictions of a pairwise classifier) on all comparable measures","On the MUC6-TEST dataset, our system outperforms both REF (an unsupervised Markov Logic Network system which uses explicit constraints) and TREF (a supervised system which uses ILP inference to reconcile the predictions of a pairwise classifier) on all comparable measures"
B,P05-1045,D09-1158,1,"We used the features generated by the CRF package (Finkel et al., 2005). These features include the word string feature, the case feature for the current word, the context words for the current word and their cases, the presence in dictionaries for the current word, the position of the current word in the sentence, prefix and suffix of the current word as well as the case information of the multiple occurrences of the current word.","We used the features generated by the CRF pack_x0002_age TREF. These features include the word string feature, the case feature for the current word, the context words for the current word and their cases, the presence in dictionaries for the current word, the position of the current word in the sentence, prefix and suffix of the current word as well as the case information of the multiple occurrences of the current word."
B,P05-1045,D10-1048,1,"For a fair comparison with previous work, we do not use gold named entity labels or mention types but, instead, take the labels provided by the Stanford named entity recognizer (NER) (Finkel et al., 2005).","For a fair comparison with previous work, we do not use gold named entity labels or mention types but, instead, take the labels provided by the Stanford named entity recognizer (NER) TREF."
B,P05-1045,D10-1099,1,"We preprocess our textual data as follows: We first use the Stanford named entity recognizer (Finkel et al., 2005) to find entity mentions in the corpus. The NER tagger segments each document into sentences and classifies each token into four categories: PERSON, ORGANIZATION, LOCATION and NONE.","We preprocess our textual data as follows: We first use the Stanford named entity recognizer TREF to find entity mentions in the corpus. The NER tagger segments each document into sentences and classifies each token into four categories: PERSON, ORGANIZATION, LOCATION and NONE."
B,P05-1045,D11-1034,1,"Then, we use the Stanford Named Entity Recognizer (Finkel et al., 2005) to identify named entities, which we replace with a unique token (‘NE’).  Next, we replace all nouns with their POS tag; we use the Stanford POS Tagger (Toutanova and Manning, 2000).","Then, we use the Stanford Named Entity Recognizer TREF to identify named entities, which we replace with a unique token (‘NE’).  Next, we replace all nouns with their POS tag; we use the Stanford POS Tagger REF."
B,P05-1045,D11-1072,1,We use the Stanford NER Tagger (Finkel05) to discover these and segment the text accordingly.,We use the Stanford NER Tagger TREF to discover these and segment the text accordingly.
B,P05-1045,D11-1075,1,"We used as candidates all strings labeled in the annotated data as well as all named entities found by the Stanford NER tagger for CoNLL (Finkel et al., 2005).",We used as candidates all strings labeled in the annotated data as well as all named entities found by the Stanford NER tagger for CoNLL TREF.
B,P05-1045,D11-1135,1,"Next we recognize named entities (Finkel et al., 2005) by labelling tokens with PERSON, ORGANIZATION, LOCATION, MISC and NONE tags.","Next we recognize named entities TREF by labelling tokens with PERSON, ORGANIZATION, LOCATION, MISC and NONE tags."
B,P05-1045,D11-1141,2,"Compared with the state-of-the-art newstrained Stanford Named Entity Recognizer (Finkel et al., 2005), T-SEG obtains a 52% increase in F1 score. In addition there has been been work on SkipChain CRFs (Sutton, 2004; Finkel et al., 2005) which enforce consistency when classifying multiple occurrences of an entity within a document.","Compared with the state-of-the-art newstrained Stanford Named Entity Recognizer TREF, T-SEG obtains a 52% increase in F1 score. In addition there has been been work on SkipChain CRFs (GTREF) which enforce consistency when classifying multiple occurrences of an entity within a document."
B,P05-1045,D11-1144,0,Various modifications to CRF have recently been introduced to take into account of non-local dependencies (Krishnan and Manning 2006) or broader context beyond training data (Du et al. 2010).,Various modifications to CRF have recently been introduced to take into account of non-local dependencies REF or broader context beyond training data TREF.
B,P05-1045,D12-1009,0,"The sampling distributions are annealed, as a search technique to find the best configuration of assignments (Finkel et al., 2005).","The sampling distributions are annealed, as a search technique to find the best configuration of assignments TREF."
B,P05-1045,D12-1042,1,"They used the Stanford named entity recognizer (Finkel et al., 2005) to find entity mentions in text and constructed relation mentions only between entity mentions in the same sentence.",They used the Stanford named entity recognizer TREF to find entity mentions in text and constructed relation mentions only between entity mentions in the same sentence.
B,P05-1045,D12-1072,0,"To identify potential speakers they used the Stanford NER tagger (Finkel et al., 2005) and a method outlined in Davis et al. (2003) that allowed them to find nominal character references.",To identify potential speakers they used the Stanford NER tagger TREF and a method outlined in REF that allowed them to find nominal character references.
B,P05-1045,D12-1076,1,"We use Stanford Named Entity Recognizer(Finkel et al., 2005) to collect named entities which are not in the Wikipedia list.",We use Stanford Named Entity Recognizer TREF to collect named entities which are not in the Wikipedia list.
B,P05-1045,D12-1080,0,"We use the Stanford Core NLP suite (Toutanova et al., 2003; Finkel et al., 2005; Klein and Manning, 2003; Lee et al., 2011) to annotate each document with POS and NER tags, parse trees, and coreference chains.","We use the Stanford Core NLP suite (GTREF) to annotate each document with POS and NER tags, parse trees, and coreference chains."
B,P05-1045,D12-1092,0,"While earlier studies focus on sentence-level extraction (Grishman et al., 2005; Ahn, 2006; Hardy et al., 2006), later ones turn to employ high-level information, such as document (Maslennikov and Chua, 2007; Finkel et al., 2005; Patwardhan and Riloff, 2009), cross-document (Ji and Grishman, 2008), cross-event (Liao and Grishman, 2010; Gupta and Ji, 2009) and crossentity (Hong et al., 2011) information.","While earlier studies focus on sentence-level extraction REF, later ones turn to employ high-level information, such as document (GTREF), cross-event REF and crossentity REF information."
B,P05-1045,D12-1131,0,"For parser adaptation, self-training (McClosky et al., 2006; McClosky and Charniak, 2008), using weakly annotated data from the target domain (Lease and Charniak, 2005; Rimell and Clark, 2008), ensemble learning (McClosky et al., 2010), hierarchical bayesian models (Finkel and Manning, 2009) and co-training (Sagae and Tsujii, 2007) achieve substantial performance gains. For a recent survey see Plank (2011).","For parser adaptation, self-training REF, using weakly annotated data from the target domain REF, ensemble learning REF, hierarchical bayesian models TREF and co-training REF achieve substantial performance gains. For a recent survey see REF."
B,P05-1045,D13-1040,1,"After post-processing (tokeniza￾tion, sentence-splitting, and part-of-speech tagging), named entities were automatically recognized and labeled with PER, ORG, LOC, and MISC (Finkel et al., 2005).","After post-processing (tokeniza￾tion, sentence-splitting, and part-of-speech tagging), named entities were automatically recognized and labeled with PER, ORG, LOC, and MISC TREF."
B,P05-1045,D13-1042,1,"Starting with about 752,450 pages, we ran the Stanford NER (Finkel et al., 2005) to mark person spans.","Starting with about 752,450 pages, we ran the Stanford NER TREF to mark person spans."
B,P05-1045,D13-1043,1,"Extracting Named Entities. EXEMPLAR employs the Stanford NER (Finkel et al., 2005) to recognize named entities.",Extracting Named Entities. EXEMPLAR employs the Stanford NER TREF to recognize named entities.
B,P05-1045,D13-1103,1,"The QA-SYS performs Part of Speech tagging using Stanford POS tagger (Toutanova et al., 2003), and Named Entity Recognition using Stanford NER (Finkel et al., 2005), and then builds a Lucene index over the set of input documents.","The QA-SYS performs Part of Speech tagging using Stanford POS tagger REF, and Named Entity Recognition using Stanford NER TREF, and then builds a Lucene index over the set of input documents."
B,P05-1045,D13-1117,1,"For training the CRF model, we used a comprehensive set of features from Finkel et al. (2005) that gives state-of-the-art results on this task.","For training the CRF model, we used a comprehensive set of features from TREF that gives state-of-the-art results on this task."
B,P05-1045,D13-1136,1,"Entities were found using the Stanford named entity tagger (Finkel et al., 2005), and were matched to their name in Freebase.","Entities were found using the Stanford named entity tagger TREF, and were matched to their name in Freebase."
B,P05-1045,D13-1142,0,"NER is a fairly researched field (Finkel et al., 2005; Ratinov et al., 2011; Bunescu and Pasca, 2006; Kulkarni et al., 2009; Milne and Witten, 2008) and is also used in several commercial applications such as Zemanta, OpenCalais and AlchemyAPI , which are able to automatically insert links for a NE pointing to a knowledge base such as Wikipedia or IMDB.","NER is a fairly researched field (GTREF) and is also used in several commercial applications such as Zemanta, OpenCalais and AlchemyAPI , which are able to automatically insert links for a NE pointing to a knowledge base such as Wikipedia or IMDB."
B,P05-1045,D13-1159,2,"A common approach is to utilize a Named Entity Recognition (NER) system like Stanford NER (Finkel et al., 2005), which recognizes the names of things (e.g., person and product names) from texts.","A common approach is to utilize a Named Entity Recognition (NER) system like Stanford NER TREF, which recognizes the names of things (e.g., person and product names) from texts."
B,P05-1045,D13-1178,1,"To assign types to arguments, we apply Stanford Named Entity Recognizer (Finkel et al., 2005) , and also look up the argument in WordNet 2.1 and record the first three senses if they map to our target semantic types.","To assign types to arguments, we apply Stanford Named Entity Recognizer TREF, and also look up the argument in WordNet 2.1 and record the first three senses if they map to our target semantic types."
B,P05-1045,D13-1191,1,"We identified these mentions of persons using Stanford NER (Finkel et al., 2005) and treated each person mention as a single token.",We identified these mentions of persons using Stanford NER TREF and treated each person mention as a single token.
B,P05-1045,E09-1007,2,"Stanford NER (or in short Stanford) associated to the following model provided by the tool and which was trained on different news corpora (CoNLL, MUC6, MUC7 and ACE): ner-eng-ie.crf-3-all2008-distsim.ser.gz (Finkel et al., 2005)","Stanford NER (or in short Stanford) associated to the following model provided by the tool and which was trained on different news corpora (CoNLL, MUC6, MUC7 and ACE): ner-eng-ie.crf-3-all2008-distsim.ser.gz TREF"
B,P05-1045,E09-1011,1,"We then proceed to split the data into smaller sentences and tag them using Ratnaparkhi’s Maximum Entropy Tagger (Ratnaparkhi, 1996). We parse the data using the Collins Parser (Collins, 1997), and then tag person, location and organization names using the Stanford Named Entity Recognizer (Finkel et al., 2005).","We then proceed to split the data into smaller sentences and tag them using Ratnaparkhi’s Maximum Entropy Tag_x0002_ger REF. We parse the data using the Collins Parser REF, and then tag person, location and organization names using the Stanford Named Entity Recognizer TREF."
B,P05-1045,E09-1037,0,"Some stem from work on graphical models, including loopy belief propagation (Sutton and McCallum, 2004; Smith and Eisner, 2008), Gibbs sampling (Finkel et al., 2005), sequential Monte Carlo methods such as particle filtering (Levy et al., 2008), and variational inference (Jordan et al., 1999; MacKay, 1997; Kurihara and Sato, 2006).","Some stem from work on graphical models, including loopy belief propagation REF, Gibbs sampling TREF, sequential Monte Carlo methods such as particle filtering REF, and variational inference REF."
B,P05-1045,E09-1091,1,"In all the experiments, our source side language is English, and the Stanford Named Entity Recognizer (Finkel et al, 2005) was used to extract NEs from the source side article.","In all the experiments, our source side language is English, and the Stanford Named Entity Recognizer TREF was used to extract NEs from the source side article."
B,P05-1045,E12-1029,1,"We also use the Stanford NER tagger (Finkel et al., 2005) to identify Named Entities within the NP.",We also use the Stanford NER tagger TREF to identify Named Entities within the NP.
B,P05-1045,E12-1033,1,"Named-entity information is provided by Stanford Tagger (Finkel et al., 2005).",Named-entity information is provided by Stanford Tagger TREF.
B,P05-1045,E12-1054,1,"Named Entity The replaced token should not be part of a named entity. For this purpose, we applied the Stanford NER (Finkel et al., 2005).","Named Entity The replaced token should not be part of a named entity. For this purpose, we applied the Stanford NER TREF."
B,P05-1045,I08-4013,0,"In the first approach, heuristic rules are used to find the dependencies (Bunescu and Mooney, 2004) or penalties for label inconsistency are required to handset ad-hoc (Finkel et al., 2005).","In the first approach, heuristic rules are used to find the dependencies REF or penalties for label inconsistency are required to handset ad-hoc TREF."
B,P05-1045,I08-5014,1,"We have used the freely available Stanford Named Entity Recognizer (Finkel, Grenager, and Manning, 2005) in our engine.",We have used the freely available Stanford Named Entity Recognizer (GTREF) in our engine.
B,P05-1045,I08-6004,1,"From the above corpora, we first extracted all the NEs from the English side, using the Stanford NER tool [Finkel et al, 2005].","From the above corpora, we first extracted all the NEs from the English side, using the Stanford NER tool TREF."
B,P05-1045,J11-1002,0,"Furthermore, as our tasks can be regarded as a sequential labeling problem (to label if a word is an opinion word, a target, or an ordinary word), we experimented with the conditional random fields (CRF) technique (Lafferty, McCallum, and Pereira 2001) for extraction, which is a popular information extraction method and has been successfully used in labeling tasks such as POS tagging (Lafferty, McCallum, and Pereira 2001) and Named Entity Recognition (Finkel, Grenager, and Manning 2005).","Furthermore, as our tasks can be regarded as a sequential labeling problem (to label if a word is an opinion word, a target, or an ordinary word), we experimented with the conditional random fields (CRF) technique REF for extraction, which is a popular information extraction method and has been successfully used in labeling tasks such as POS tagging REF and Named Entity Recognition (GTREF)."
B,P05-1045,J12-4004,1,"Then, we use the Stanford Named Entity Recognizer (Finkel, Grenager, and Manning 2005) to identify named entities, which we replace with a unique token (‘NE’).","Then, we use the Stanford Named Entity Recognizer (GTREF) to identify named entities, which we replace with a unique token (‘NE’)."
B,P05-1045,J13-2001,2,"First, we test the NE alignment performance with the same Chinese NE recognizer (Wu’s system, adopted earlier) but with different English NE recognizers that include the Mallet toolkit (used before), the Stanford NE recognizer (Finkel, Grenager, and Manning 2005), and Minor Third (Cohen 2004).","First, we test the NE alignment performance with the same Chinese NE recognizer (Wu’s system, adopted earlier) but with different English NE recognizers that include the Mallet toolkit (used before), the Stanford NE recognizer (GTREF), and Minor Third REF."
B,P05-1045,N06-1054,2,"Such techniques include Gibbs sampling (Finkel et al., 2005), a general-purpose Monte Carlo method, and integer linear programming (ILP), (Roth and Yih, 2005), a general-purpose exact framework for NP-complete problems. For named entity recognition, a phrase that appears multiple times should tend to get the same label each time (Finkel et al., 2005). In seminar announcements, a given field (speaker, start time, etc.) should appear with at most one value in each announcement, although the field and value may be repeated (Finkel et al., 2005).","Such techniques include Gibbs sampling TREF, a general-purpose Monte Carlo method, and integer linear programming (ILP), REF, a general-purpose exact framework for NP-complete problems. For named entity recognition, a phrase that appears multiple times should tend to get the same label each time TREF. In seminar announcements, a given field (speaker, start time, etc.) should appear with at most one value in each announcement, although the field and value may be repeated TREF."
B,P05-1045,N07-1009,0,"Undirected graphical models such as Conditional Random Fields (CRFs) (Lafferty et al., 2001) have shown great success for problems involving structured output variables (e.g. Wellner et al. (2004), Finkel et al. (2005)).","Undirected graphical models such as Conditional Random Fields (CRFs) REF have shown great success for problems involving structured output variables (e.g. REF, TREF)."
B,P05-1045,N07-1011,0,"Others have attempted to train global scoring functions using Gibbs sampling (Finkel et al., 2005), message propagation, (Bunescu and Mooney, 2004; Sutton and McCallum, 2004), and integer linear programming (Roth and Yih, 2004).","Others have attempted to train global scoring functions using Gibbs sampling TREF, message propagation, REF, and integer linear programming REF."
B,P05-1045,N07-1042,0,"More distantly related, Sutton and McCallum (2004) and Finkel et al. (2005) propose graphical models for combining information about a given entity from multiple mentions.","More distantly related, REF and TREF propose graphical models for combining information about a given entity from multiple mentions."
B,P05-1045,N07-2046,0,"Recent applications of statistical coreference models are beginning to show promise (Finkel et al, 2005; Ji & Grishman, 2005).",Recent applications of statistical coreference models are beginning to show promise (GTREF).
B,P05-1045,N09-1037,1,"For the named entity features, we used a fairly standard feature set, similar to those described in (Finkel et al., 2005).","For the named entity features, we used a fairly standard feature set, similar to those described in TREF."
B,P05-1045,N09-1068,1,"Our features were based on those in (Finkel et al., 2005).",Our features were based on those in TREF.
B,P05-1045,N10-1068,0,"We focus on training using Gibbs sampling (Geman and Geman, 1984), because it has been popularly applied in the natural language literature, e.g., (Finkel et al., 2005; DeNero et al., 2008; Blunsom et al., 2009).","We focus on training using Gibbs sampling REF, because it has been popularly applied in the natural language literature, e.g., (GTREF)."
B,P05-1045,N10-1072,1,"C’s nameEntitySet represents the set of all named entities in C’s article labeled by Stanford NER (Finkel et al., 2005).",C’s nameEntitySet represents the set of all named entities in C’s article labeled by Stanford NER TREF.
B,P05-1045,N10-1117,0,"One such technique is Markov chain Monte Carlo, and in particular Gibbs sampling (Finkel et al., 2005), another is (loopy) sum-product belief propagation (Smith and Eisner, 2008).","One such technique is Markov chain Monte Carlo, and in particular Gibbs sampling TREF, another is (loopy) sum-product belief propagation REF."
B,P05-1045,N10-1121,1,"Namedentity information was obtained by the Stanford tagger (Finkel et al., 2005).",Namedentity information was obtained by the Stanford tag_x0002_ger TREF.
B,P05-1045,N12-1008,2,"Global Constraints Previous work demonstrated the benefits of applying declarative constraints in information extraction (Finkel et al., 2005; Roth and tau Yih, 2004; Chang et al., 2007; Druck and McCallum, 2010).",Global Constraints Previous work demonstrated the benefits of applying declarative constraints in information extraction (GTREF).
B,P05-1045,N12-1013,1,"Global Constraints Previous work demonstrated the benefits of applying declarative constraints in information extraction (Finkel et al., 2005; Roth and tau Yih, 2004; Chang et al., 2007; Druck and McCallum, 2010).",Global Constraints Previous work demonstrated the benefits of applying declarative constraints in information extraction (GTREF).
B,P05-1045,N12-1065,1,"The Stanford named entity recognition (NER) software (Finkel et al., 2005) is an implementation of linear chain Conditional Random Field (CRF) sequence models, which includes a three class (person, organization, location and other) named entity recognizer for English.","The Stanford named entity recognition (NER) software TREF is an implementation of linear chain Conditional Random Field (CRF) sequence models, which includes a three class (person, organization, location and other) named entity recognizer for English."
B,P05-1045,N12-1080,1,"For identification of named entities, we use Stanford NER (Finkel et al., 2005).","For identification of named entities, we use Stanford NER TREF."
B,P05-1045,N12-1084,1,"It uses Named Entity Recognition (NER) (Finkel, Grenager, and Manning, 2005; Ratinov and Roth, 2009; Ritter et al., 2011) as a subroutine to identify named person entities, though we are also interested in unnamed persons such as “my teacher” and pronouns.","It uses Named Entity Recognition (NER) (GTREF) as a subroutine to identify named person entities, though we are also interested in unnamed persons such as “my teacher” and pronouns."
B,P05-1045,N12-1085,0,"More specifically, we seek a posterior distribution over latent variables that partition words in a sentence into flow and inert groups; we estimate this posterior using Gibbs sampling (Finkel et al., 2005).","More specifically, we seek a posterior distribution over latent variables that partition words in a sentence into flow and inert groups; we estimate this posterior using Gibbs sampling TREF."
B,P05-1045,N13-1006,1,English features were taken from Finkel et al. (2005).,English features were taken from TREF.
